pair_id,left_image_id,right_image_id,left_identity,right_identity,pair_type,label,valid,similarity_score,prediction,error_reason
pair_00000843,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5912048817,,
pair_00000844,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4396424294,,
pair_00000845,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4148671329,,
pair_00000846,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6067461967,,
pair_00000847,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3761653900,,
pair_00000848,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3068774343,,
pair_00000849,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5128380656,,
pair_00000850,Anna_Kournikova/Anna_Kournikova_0003,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.1606585979,,
pair_00000851,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6886025071,,
pair_00000852,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6069934368,,
pair_00000853,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5313189626,,
pair_00000854,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5567185879,,
pair_00000855,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5469852090,,
pair_00000856,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4156159461,,
pair_00000857,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5653919578,,
pair_00000858,Anna_Kournikova/Anna_Kournikova_0004,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.2737324238,,
pair_00000859,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6236360073,,
pair_00000860,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4548108578,,
pair_00000861,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6128590107,,
pair_00000862,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4720412791,,
pair_00000863,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3210029602,,
pair_00000864,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5992772579,,
pair_00000865,Anna_Kournikova/Anna_Kournikova_0005,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3081333041,,
pair_00000866,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4621663690,,
pair_00000867,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5318129063,,
pair_00000868,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5036141872,,
pair_00000869,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4140797555,,
pair_00000870,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6739785075,,
pair_00000871,Anna_Kournikova/Anna_Kournikova_0006,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3880845308,,
pair_00000872,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.6395593882,,
pair_00000873,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4752257466,,
pair_00000874,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3198821843,,
pair_00000875,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4306670427,,
pair_00000876,Anna_Kournikova/Anna_Kournikova_0007,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.1672644764,,
pair_00000877,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5729495883,,
pair_00000878,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3518618941,,
pair_00000879,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.5512070656,,
pair_00000880,Anna_Kournikova/Anna_Kournikova_0008,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.2091777325,,
pair_00000881,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.2903878689,,
pair_00000882,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4948361516,,
pair_00000883,Anna_Kournikova/Anna_Kournikova_0009,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.2222332954,,
pair_00000884,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4148741663,,
pair_00000885,Anna_Kournikova/Anna_Kournikova_0010,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.4003653526,,
pair_00000886,Anna_Kournikova/Anna_Kournikova_0011,Anna_Kournikova/Anna_Kournikova_0012,Anna_Kournikova,Anna_Kournikova,genuine,1,1,0.3110060692,,
pair_00000887,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6632171869,,
pair_00000888,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6843680739,,
pair_00000889,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7004554868,,
pair_00000890,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7100806832,,
pair_00000891,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6438454390,,
pair_00000892,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6623979807,,
pair_00000893,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6037423611,,
pair_00000894,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6765099168,,
pair_00000895,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6775387526,,
pair_00000896,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6400877237,,
pair_00000897,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7865043879,,
pair_00000898,Ari_Fleischer/Ari_Fleischer_0001,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7006296515,,
pair_00000899,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8329959512,,
pair_00000900,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6823562384,,
pair_00000901,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6309990883,,
pair_00000902,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7639125586,,
pair_00000903,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7798810601,,
pair_00000904,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8206537366,,
pair_00000905,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7935799360,,
pair_00000906,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7046304941,,
pair_00000907,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7817322016,,
pair_00000908,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7231627703,,
pair_00000909,Ari_Fleischer/Ari_Fleischer_0002,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7130998373,,
pair_00000910,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7133372426,,
pair_00000911,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6050360799,,
pair_00000912,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7675312757,,
pair_00000913,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8351172805,,
pair_00000914,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7921102643,,
pair_00000915,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8453400135,,
pair_00000916,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7566847205,,
pair_00000917,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7699518800,,
pair_00000918,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7309610248,,
pair_00000919,Ari_Fleischer/Ari_Fleischer_0003,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7281712294,,
pair_00000920,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7056071758,,
pair_00000921,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6306769252,,
pair_00000922,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6994296908,,
pair_00000923,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6941545010,,
pair_00000924,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7052092552,,
pair_00000925,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7534422278,,
pair_00000926,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6499534249,,
pair_00000927,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7852778435,,
pair_00000928,Ari_Fleischer/Ari_Fleischer_0004,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7561528683,,
pair_00000929,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.5814657807,,
pair_00000930,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.5821771622,,
pair_00000931,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6275745630,,
pair_00000932,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6234290004,,
pair_00000933,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6308739185,,
pair_00000934,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6014765501,,
pair_00000935,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7490552068,,
pair_00000936,Ari_Fleischer/Ari_Fleischer_0005,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6954466105,,
pair_00000937,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7157113552,,
pair_00000938,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7485176921,,
pair_00000939,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7498878837,,
pair_00000940,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6939640045,,
pair_00000941,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.9663785696,,
pair_00000942,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6967239380,,
pair_00000943,Ari_Fleischer/Ari_Fleischer_0006,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7016155720,,
pair_00000944,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8154648542,,
pair_00000945,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8432799578,,
pair_00000946,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7406838536,,
pair_00000947,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7015848160,,
pair_00000948,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7346321344,,
pair_00000949,Ari_Fleischer/Ari_Fleischer_0007,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7262288928,,
pair_00000950,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8072472811,,
pair_00000951,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6997004151,,
pair_00000952,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7536470294,,
pair_00000953,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7175880671,,
pair_00000954,Ari_Fleischer/Ari_Fleischer_0008,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7416457534,,
pair_00000955,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7653691769,,
pair_00000956,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7611681819,,
pair_00000957,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7869848609,,
pair_00000958,Ari_Fleischer/Ari_Fleischer_0009,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7665294409,,
pair_00000959,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6916271448,,
pair_00000960,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7543484569,,
pair_00000961,Ari_Fleischer/Ari_Fleischer_0010,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.7856618166,,
pair_00000962,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6948718429,,
pair_00000963,Ari_Fleischer/Ari_Fleischer_0011,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.6854752302,,
pair_00000964,Ari_Fleischer/Ari_Fleischer_0012,Ari_Fleischer/Ari_Fleischer_0013,Ari_Fleischer,Ari_Fleischer,genuine,1,1,0.8012098670,,
pair_00000965,Ariel_Sharon/Ariel_Sharon_0001,Ariel_Sharon/Ariel_Sharon_0005,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7336503267,,
pair_00000966,Ariel_Sharon/Ariel_Sharon_0001,Ariel_Sharon/Ariel_Sharon_0006,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6167360544,,
pair_00000967,Ariel_Sharon/Ariel_Sharon_0001,Ariel_Sharon/Ariel_Sharon_0072,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.5815027952,,
pair_00000968,Ariel_Sharon/Ariel_Sharon_0002,Ariel_Sharon/Ariel_Sharon_0012,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6952899098,,
pair_00000969,Ariel_Sharon/Ariel_Sharon_0002,Ariel_Sharon/Ariel_Sharon_0030,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6954798102,,
pair_00000970,Ariel_Sharon/Ariel_Sharon_0002,Ariel_Sharon/Ariel_Sharon_0045,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7024970651,,
pair_00000971,Ariel_Sharon/Ariel_Sharon_0002,Ariel_Sharon/Ariel_Sharon_0064,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6751918197,,
pair_00000972,Ariel_Sharon/Ariel_Sharon_0002,Ariel_Sharon/Ariel_Sharon_0074,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7555814981,,
pair_00000973,Ariel_Sharon/Ariel_Sharon_0003,Ariel_Sharon/Ariel_Sharon_0025,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7177017927,,
pair_00000974,Ariel_Sharon/Ariel_Sharon_0003,Ariel_Sharon/Ariel_Sharon_0028,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6531001329,,
pair_00000975,Ariel_Sharon/Ariel_Sharon_0003,Ariel_Sharon/Ariel_Sharon_0042,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7061242461,,
pair_00000976,Ariel_Sharon/Ariel_Sharon_0004,Ariel_Sharon/Ariel_Sharon_0072,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.5978218317,,
pair_00000977,Ariel_Sharon/Ariel_Sharon_0004,Ariel_Sharon/Ariel_Sharon_0076,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6440554857,,
pair_00000978,Ariel_Sharon/Ariel_Sharon_0005,Ariel_Sharon/Ariel_Sharon_0031,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6736112237,,
pair_00000979,Ariel_Sharon/Ariel_Sharon_0005,Ariel_Sharon/Ariel_Sharon_0032,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7633596063,,
pair_00000980,Ariel_Sharon/Ariel_Sharon_0005,Ariel_Sharon/Ariel_Sharon_0034,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7690060139,,
pair_00000981,Ariel_Sharon/Ariel_Sharon_0006,Ariel_Sharon/Ariel_Sharon_0038,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.4879935682,,
pair_00000982,Ariel_Sharon/Ariel_Sharon_0007,Ariel_Sharon/Ariel_Sharon_0008,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7435153723,,
pair_00000983,Ariel_Sharon/Ariel_Sharon_0007,Ariel_Sharon/Ariel_Sharon_0041,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7081903219,,
pair_00000984,Ariel_Sharon/Ariel_Sharon_0007,Ariel_Sharon/Ariel_Sharon_0057,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6874629855,,
pair_00000985,Ariel_Sharon/Ariel_Sharon_0007,Ariel_Sharon/Ariel_Sharon_0070,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6271955967,,
pair_00000986,Ariel_Sharon/Ariel_Sharon_0008,Ariel_Sharon/Ariel_Sharon_0028,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7286164165,,
pair_00000987,Ariel_Sharon/Ariel_Sharon_0009,Ariel_Sharon/Ariel_Sharon_0031,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6090309620,,
pair_00000988,Ariel_Sharon/Ariel_Sharon_0009,Ariel_Sharon/Ariel_Sharon_0039,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7328245640,,
pair_00000989,Ariel_Sharon/Ariel_Sharon_0010,Ariel_Sharon/Ariel_Sharon_0034,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6169981360,,
pair_00000990,Ariel_Sharon/Ariel_Sharon_0010,Ariel_Sharon/Ariel_Sharon_0047,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.0268660523,,
pair_00000991,Ariel_Sharon/Ariel_Sharon_0010,Ariel_Sharon/Ariel_Sharon_0073,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7066749334,,
pair_00000992,Ariel_Sharon/Ariel_Sharon_0010,Ariel_Sharon/Ariel_Sharon_0076,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6895884275,,
pair_00000993,Ariel_Sharon/Ariel_Sharon_0011,Ariel_Sharon/Ariel_Sharon_0027,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7303169370,,
pair_00000994,Ariel_Sharon/Ariel_Sharon_0011,Ariel_Sharon/Ariel_Sharon_0060,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7571425438,,
pair_00000995,Ariel_Sharon/Ariel_Sharon_0011,Ariel_Sharon/Ariel_Sharon_0061,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.7195534706,,
pair_00000996,Ariel_Sharon/Ariel_Sharon_0012,Ariel_Sharon/Ariel_Sharon_0035,Ariel_Sharon,Ariel_Sharon,genuine,1,1,0.6406291127,,
